"","V1","V2","V3","V4","V5","V6","V7","V8"
"18",0.011311260405928,-0.250853544715792,-0.853852021247149,0.53448038937524,-0.844576224205084,-0.621242404282093,0.995891250502318,0.0753369784820825
"19",0.776650545345619,-0.314411758347414,-0.234550682157278,0.170230413242243,0.0285138540249319,0.641556261074729,0.299093685960397,-0.823610669886693
"20",0.627938027265482,0.202585701351054,0.00810416088439525,0.424950142609887,0.790220100213774,0.546121703153476,0.517308398080058,0.435932813473046
"21",0.32623115436174,0.162425936581567,-0.429006253969856,-0.122817168980837,0.943507369179279,0.185774512137286,-0.0979599266219884,0.500145306861959
"22",0.745895046573132,0.0605677551496775,-0.52340523394756,-0.173356588939205,-0.504521353077143,-0.664978628507815,-0.0775082764821127,0.0445365256769583
"23",0.189721537297592,-0.812360041537322,-0.326115244678222,0.94971470436547,0.486996944928542,-0.242285524485633,-0.364360860218294,-0.179053232208826
"24",0.54141441472806,0.972309392872266,0.566035128384829,0.926616997895762,-0.684321854552254,0.839573866096325,-0.855706051229499,0.629077265355736
"25",0.499334148466587,-0.675119573888369,-0.74697818018496,-0.069659269140102,-0.352487703217193,-0.116840249295346,-0.890703975507058,0.885208077449352
"26",-0.0130485246004537,-0.238198583819903,-0.370218871226534,-0.416571726375259,0.687733076913282,0.912686353926547,-0.62940143537242,-0.696071570538916
"27",0.829804238998331,-0.425656290971674,-0.148114098631777,-0.433274678234011,-0.406099747000262,-0.754357201987877,0.827158868564293,-0.307921802154742
"28",-0.522482467610389,-0.443329478437081,0.462733792350627,0.195606887079775,0.595574469869025,-0.429700892921537,-0.492358445916325,-0.0122588655911386
"29",0.269229917130433,-0.783419685908593,0.764342045960948,-0.309615096333437,0.844402766306884,-0.774089120044373,-0.870869088554755,-0.0739052531681955
"30",0.936212283107452,0.402959569417872,-0.933800000972114,0.0730473381001502,0.000276226783171296,0.117164578088559,-0.905386587721296,-0.620450684870593
"31",-0.459535291432403,0.0233817490888759,0.817951994766481,0.152646065400913,-0.609227859540842,0.162898345291615,0.706070706699975,-0.249058327111416
"32",0.025888709728606,-0.883050037608482,0.039045092058368,0.257676084181294,0.0454696465516462,-0.376036777077243,-0.336673407899216,0.391175471078604
"33",-0.48975984307006,0.131428685849532,-0.0245139054441824,-0.86668895597104,-0.825195478159003,-0.905918651595712,0.128102160240523,0.198080113111064
"34",-0.387730302917771,0.98608262273483,0.9591768585518,-0.809154037423432,-0.73650632193312,0.0528160546300933,0.967149452012964,0.565054382407106
"35",-0.519342019832693,-0.580363122127019,0.16522036655806,-0.685734348143451,-0.629027432217263,-0.811827984736301,-0.970881389817223,-0.768048338913359
"36",0.0496658173482865,-0.864584139510989,-0.448354643816128,0.747199300285429,-0.262075646980666,0.899659688137472,0.937820475422777,0.984667294919491
"37",-0.951598889180459,0.506650027707219,-0.261113413209096,-0.539319570627995,-0.0491495115682483,0.626708999546245,-0.105756231052801,0.312763448646292
"38",0.713050356195308,0.733525952096097,0.0640577040007337,-0.657633211109787,0.641687485901639,-0.527993640243076,-0.137455473565496,-0.675182535513304
"39",-0.14646467034705,0.585053552431055,-0.108008901318535,0.286774451867677,-0.0719127566507086,-0.194987506084144,-0.0560514376033098,0.44857230221387
"40",-0.409594032587484,0.83994856744539,0.646972998329438,0.560049404134042,0.16017951709684,-0.0317196840792895,0.34196990034543,-0.540411162022501
"41",-0.434386353688315,0.339196171839721,-0.0489729015296325,-0.106085950625129,-0.881703560487367,-0.997364038918167,0.733686336693354,-0.749935005707666
"42",-0.653127122623846,-0.774745413260534,-0.895163591536693,0.99766915326938,0.709127319073305,0.377580232671462,-0.934773646863177,0.804008354456164
"43",-0.750373367946595,-0.906046801912598,-0.38266874470748,-0.0823847692739218,0.408570643812418,-0.478994751023129,-0.383503914955072,-0.885562884067185
"44",0.587810371774249,-0.941721102232113,0.359276012131013,-0.730987275093794,-0.337939273784868,-0.544927834155969,-0.812383603788912,-0.226292566801421
"45",0.400731297470629,-0.41916873101145,0.295855131153949,0.0952393316291273,-0.495760420379229,0.591226093834266,0.224950750446878,0.927799354423769
"46",0.0844054419174791,0.304796074605547,0.932982397922315,-0.849803219493479,0.279894741387106,-0.862380295563489,-0.612949215495028,0.547939053652808
"47",-0.0207899428158999,0.086888669822365,-0.973727086619474,-0.482548363702372,0.627895628935657,0.738151279170997,-0.717673443225212,-0.879054016466252
"48",0.291339171137661,-0.526252739443444,-0.196507255909964,0.82544461752288,0.99584652394522,0.123440004177392,0.26769321681466,-0.368304448374547
"49",0.073193180002272,-0.502767074778676,0.184930268647149,0.644969565924257,-0.300429536406882,0.741241318578832,-0.952589441677555,-0.585578671135008
"50",-0.46996246850118,-0.973851188616827,-0.129008878073655,0.38666226844769,-0.022240641405806,0.440132437907159,-0.765726268463768,0.221134039815515
"51",0.816248356606811,-0.186440647426061,-0.987054026047699,-0.213234990672208,0.0940068302908912,-0.955613505537622,-0.64779721386265,0.284248137599789
"52",-0.192107116938569,-0.0745890745474026,-0.50962887911126,0.624204059843905,0.529164624079131,0.0364781033480539,0.638434671205468,0.713761332947761
"53",0.696760551910848,-0.837056531501003,0.66500605631154,0.718397716670297,0.479514100542292,-0.164821431180462,0.524908086438663,-0.339200151441619
"54",-0.608414847268723,-0.618168896264397,0.236147696305998,0.369636063654907,0.82485785796307,-0.406760721532628,0.167389280232601,-0.146920941555873
"55",0.868741386556066,0.289480927661061,-0.958240049565211,-0.621833622474223,0.961084121940657,0.780820528254844,-0.0206599457841367,-0.859194532758556
"56",0.145346208028495,-0.623912797924131,0.405066375699826,-0.341301351860166,0.802166521092877,-0.0821969849709422,0.0149618465686217,-0.988342597940937
"57",-0.683756105066277,-0.329822167539969,-0.801813374236226,0.279582508509047,-0.239820681619458,0.472749494770542,0.469744217405096,-0.40447637076024
"58",-0.230057482980192,0.107427214579657,0.545772574185394,-0.984528120267205,-0.946646630270407,-0.92992147560697,0.689040083200671,0.877572069931775
"59",0.136269566435367,0.889692139169201,-0.411528124874458,-0.792480772254057,-0.176315751774237,0.288045435263775,0.588097922671586,0.965027238978073
"60",0.3582146876771,0.15851576814428,-0.0820082526979968,0.352172898398712,0.773644776730798,0.709451611316763,0.64155819865875,0.685565664693713
"61",0.219711132301018,-0.162338977274485,-0.482155435732566,0.479852741542272,-0.114522945350036,0.569826999590732,0.050599277219735,-0.814962344993837
"62",-0.67506634301506,0.785500730653294,0.306781951468438,-0.575157026988454,-0.874895719387568,-0.238420309345238,0.758630368397571,-0.962376229292713
"63",0.561810387000442,-0.357760582328774,0.621404905770905,0.699811625196598,0.320765481777489,-0.599285000730306,0.765232429774478,-0.205834920597263
"64",0.472261889134534,0.876511865737848,0.534673579679802,0.540977899730205,0.73284927464556,0.219645736846142,-0.839499906152487,-0.0990952816512436
"65",-0.738251475715078,-0.279967321422882,0.822746413596906,0.510740075642243,0.435924712507985,0.773656891388819,-0.432275905674323,0.617316788998433
"66",0.52041429570876,-0.210218514930457,0.728647255995311,-0.596953071719035,-0.0806204699212685,-0.697774165854789,-0.269032600685023,-0.644328658296727
"67",0.735320924310945,-0.293463470367715,-0.739088102686219,-0.771726381061599,0.676252741040662,-0.0653309704549611,0.240992489294149,0.41337789171841
"68",0.641714086299762,-0.0114286226499826,-0.639794144053012,-0.0180979311140255,-0.00501616425812246,0.973411173135974,-0.235637612082064,-0.60199562238995
"69",0.42194159262348,-0.988650091271847,0.371468205424026,-0.148253807490692,-0.661044363616966,0.245984512846917,0.95127782907337,0.666026434525848
"70",-0.565748397256248,0.95441253235098,-0.597796302139759,0.785346019803546,-0.216670640362427,-0.576738737346604,0.436108100707643,-0.490932387835346
"71",-0.793255271944217,-0.14765931260772,0.459483231487684,0.235242629265413,0.13416826325003,0.4015853925189,-0.508103535128757,0.833382659615018
"72",-0.252930994951166,0.65784226866439,0.691126606860198,-0.288825253266841,-0.975848783594556,-0.458825913742185,0.855089310077019,-0.571798736196943
"73",-0.880477184951305,0.466607289784588,0.257543467376381,-0.440504562174901,0.389421108593233,0.493330655805767,0.0672606120212003,-0.0483426982816308
"74",0.247841970999725,0.691886405940168,0.712385348509997,0.0167568119522183,0.87513878388796,0.274119012285955,0.0954942101286724,-0.12292733355891
"75",0.457522022482008,0.180431866324507,0.965095679601654,-0.903108412460424,0.247190851145424,0.924590403204784,-0.3538623315515,0.0352338653849438
"76",-0.332024853834882,-0.484779796516523,-0.0694323861133307,-0.670313726575114,0.07524125485681,-0.219647402069531,-0.672826227005571,0.17368845699355
"77",-0.868176358221099,-0.469971361737698,0.150457904245704,-0.950093357078731,-0.369921201067045,-0.831292115394026,0.190719179054722,-0.421820298400708
"78",-0.586951294448227,0.541491405298002,0.432255822895095,-0.759770522150211,-0.253271869011223,-0.332859028121457,-0.685060581187718,0.587718888521194
"79",-0.163777447072789,0.534315422782675,-0.574655946558341,-0.471531392056495,-0.80847379363142,-0.724646331015974,-0.98218387868721,0.244803973655216
"80",-0.265750097576529,0.906927209198475,-0.872869325201027,-0.882054310063832,-0.74084202919621,-0.381036117360927,0.49111815625336,0.48349083296489
"81",0.947010275274515,-0.659701228346676,-0.249123310260475,0.413144459319301,0.305533163282089,-0.0428188601089642,-0.780855865911581,0.20173791189678
"82",-0.313585256929509,0.673014511633664,0.981447733370587,-0.921503991605714,0.57604025203269,-0.267909743795171,0.898133765417151,0.946378085217439
"83",-0.709121222048998,0.853598921638913,-0.7112298911158,0.326290878108703,0.296112720500678,0.671373555897735,0.321861975062639,0.368709444054402
"84",0.309187622512691,-0.693855613516644,-0.906583793186583,-0.234952020058408,0.192260412443429,0.239305546404794,-0.0159555768407881,-0.464289553961717
"85",0.618000345956534,0.608994677094743,0.276024541868828,-0.5466085393494,-0.429556132545695,0.853192400140688,0.91126933616586,0.727572043379769
"86",0.37471534457989,-0.932198793580756,0.58297232687939,-0.33888418359682,-0.443657225389034,-0.891910277069546,0.869310696311295,-0.786383488490246
"87",-0.982494060043246,0.0438570208335296,0.106319217709824,0.662479398711584,0.216912390827201,0.682154105408117,0.61372368128039,-0.356707349130884
"88",0.16352007697802,-0.395505766291171,-0.0129807044984773,0.607445836565457,-0.783806619276293,-0.49565504649654,-0.461621922417544,-0.907927778917365
"89",0.383151270267554,0.376443734955974,0.613613381488249,-0.365651353467256,-0.186571783609688,-0.604717945945449,-0.184095328012481,-0.522992127444595
"90",0.912272046841681,-0.553674214999191,-0.468810905828141,0.595010151551105,-0.296468636314385,0.142538767326623,-0.729039832875133,0.00897580398712305
"91",-0.0544268875522539,0.756501691439189,-0.651157894120552,-0.261768440213054,-0.553799624997191,0.50388392014429,0.455670979805291,-0.183336720736697
"92",0.676018406515941,-0.365286261835136,-0.686665419200435,0.96858648469206,0.14575245403219,0.385426522735506,-0.169901292985305,0.524928899514489
"93",0.997657592687756,0.392661152225919,-0.218098376858979,-0.18999687039759,-0.704155437527224,0.0622700819326565,-0.301503939083777,0.0832142188586296
"94",-0.821062163431197,-0.568782755364664,-0.281656689047813,-0.0576407264592126,0.613334813266992,-0.701509774429724,0.310849312259816,0.783026099260896
"95",0.111246681185439,0.261692834473215,0.787547335973941,-0.384859466417693,0.367149415528402,0.806690459777601,-0.749273765236139,0.918408314110711
"96",0.881127131255343,0.932842539283447,0.056310532260686,0.0565098997578024,0.884763710824773,-0.0126978171896189,0.414346327478997,-0.505811570375226
"97",-0.858644176693633,-0.702366493041627,-0.305248985304497,0.852041423185729,0.912303661121987,-0.299367849426344,0.54056166656781,-0.285526820439845
"98",-0.978761305185035,-0.0306462734239176,0.742866046964191,0.776887322454713,-0.906879451102577,0.355898849107325,0.665248828828335,-0.451243509911001
"99",-0.358624904109165,0.492251812615432,-0.165391287729144,0.214938988965005,-0.99952319436241,-0.969042156157084,-0.531610126052983,0.356828439175151
"100",-0.116388900750317,0.453593485341407,0.330216610138305,0.132287826691754,0.743590025240555,-0.798213869840838,-0.592979036248289,-0.118278837515973
